date,open,high,low,close,volume
1999-12-23,3.8636,3.8636,3.8636,3.8636,8149
1999-12-27,3.9225,3.9225,3.9225,3.9225,204
1999-12-28,3.9225,3.9225,3.9225,3.9225,204
1999-12-29,3.9225,3.9225,3.9225,3.9225,204
1999-12-30,3.9814,4.0108,3.9814,4.0108,1833
1999-12-31,4.0108,4.0108,3.9814,4.0108,1833
2000-01-03,4.0108,4.0108,3.9814,4.0108,1833
2000-01-04,4.0108,4.0108,3.9814,4.0108,1833
2000-01-05,4.0108,4.0108,3.9814,4.0108,1833
2000-01-06,3.9667,3.9667,3.9520,3.9520,2241
2000-01-07,3.9520,3.9520,3.9520,3.9520,0
2000-01-10,3.9520,3.9520,3.9520,3.9520,0
2000-01-11,3.8563,3.8563,3.7827,3.7827,2037
2000-01-12,3.7827,3.7827,3.7827,3.7827,0
2000-01-13,3.7827,3.7827,3.7827,3.7827,0
2000-01-14,3.7827,3.7827,3.7827,3.7827,0
2000-01-18,3.7680,3.7680,3.7680,3.7680,407
2000-01-19,3.7680,3.7680,3.7680,3.7680,407
2000-01-20,4.0108,4.0108,4.0108,4.0108,407
2000-01-21,4.0108,4.0108,4.0108,4.0108,0
2000-01-24,3.6429,3.6429,3.6429,3.6429,204
2000-01-25,3.4736,3.4736,3.4736,3.4736,40743
2000-01-26,3.6429,3.6429,3.6429,3.6429,5500
2000-01-27,3.7680,3.7680,3.7680,3.7680,204
2000-01-28,3.7680,3.7680,3.7680,3.7680,0
2000-01-31,3.8268,3.8416,3.8268,3.8268,40946
2000-02-01,3.8268,3.8416,3.8268,3.8268,40946
2000-02-02,3.8563,3.8563,3.8563,3.8563,1833
2000-02-03,3.8563,3.8563,3.8563,3.8563,1833
2000-02-04,3.8563,3.8563,3.8563,3.8563,0
2000-02-07,3.6429,3.6429,3.6429,3.6429,0
2000-02-08,3.7385,3.7385,3.7385,3.7385,2037
2000-02-09,3.7385,3.7385,3.7385,3.7385,0
2000-02-10,3.7091,3.7091,3.6944,3.7091,20371
2000-02-11,3.6576,3.6576,3.6576,3.6576,3056
2000-02-14,3.6576,3.6576,3.6576,3.6576,3056
2000-02-15,3.6576,3.6576,3.6576,3.6576,3056
2000-02-16,3.6576,3.6576,3.6576,3.6576,0
2000-02-17,3.6134,3.6134,3.6134,3.6134,0
2000-02-18,3.6134,3.6134,3.6134,3.6134,0
2000-02-22,3.6134,3.6134,3.6134,3.6134,0
2000-02-23,3.5546,3.5546,3.5546,3.5546,9167
2000-02-24,3.5546,3.5546,3.5546,3.5546,815
2000-02-25,3.5104,3.5104,3.5104,3.5104,6111
2000-02-28,3.5251,3.5251,3.5251,3.5251,204
2000-02-29,3.5251,3.5251,3.5251,3.5251,204
2000-03-01,3.7238,3.7238,3.7238,3.7238,9167
2000-03-02,3.7238,3.7238,3.7238,3.7238,9167
2000-03-03,3.7238,3.7238,3.7238,3.7238,9167
2000-03-06,3.7238,3.7238,3.7238,3.7238,9167
2000-03-07,3.7238,3.7238,3.7238,3.7238,0
2000-03-08,3.7238,3.7238,3.7238,3.7238,9167
2000-03-09,3.2896,3.2896,3.2749,3.2896,2852
2000-03-10,3.2896,3.2896,3.2749,3.2896,2852
2000-03-13,3.2896,3.2896,3.2749,3.2896,2852
2000-03-14,3.2896,3.2896,3.2749,3.2896,2852
2000-03-15,3.3411,3.3411,3.3411,3.3411,1222
2000-03-16,3.3411,3.3411,3.3411,3.3411,0
2000-03-17,3.5251,3.5251,3.5251,3.5251,0
2000-03-20,3.5398,3.5398,3.5398,3.5398,407
2000-03-21,3.5398,3.5398,3.5398,3.5398,407
2000-03-22,3.5398,3.5398,3.5398,3.5398,407
2000-03-23,3.5398,3.5398,3.5398,3.5398,0
2000-03-24,3.5398,3.5398,3.5398,3.5398,0
2000-03-27,3.5398,3.5398,3.5398,3.5398,0
2000-03-28,3.5398,3.5398,3.5398,3.5398,0
2000-03-29,3.5398,3.5398,3.5398,3.5398,0
2000-03-30,3.6797,3.6797,3.6797,3.6797,204
2000-03-31,3.7983,3.7983,3.7983,3.7983,407
2000-04-03,3.7983,3.7983,3.7983,3.7983,0
2000-04-04,3.7983,3.7983,3.7983,3.7983,0
2000-04-05,3.8428,3.8428,3.8428,3.8428,2037
2000-04-06,3.9392,3.9392,3.9392,3.9392,1019
2000-04-07,3.9392,3.9392,3.9392,3.9392,1019
2000-04-10,3.9392,3.9392,3.9392,3.9392,1019
2000-04-11,3.9392,3.9392,3.9392,3.9392,0
2000-04-12,3.9392,3.9392,3.9392,3.9392,0
2000-04-13,3.9392,3.9392,3.9392,3.9392,0
2000-04-14,3.9392,3.9392,3.9392,3.9392,0
2000-04-17,3.9392,3.9392,3.9392,3.9392,0
2000-04-18,3.8947,3.8947,3.8280,3.8280,5500
2000-04-19,3.8280,3.8947,3.8280,3.8280,5500
2000-04-20,3.8280,3.8947,3.8280,3.8280,5500
2000-04-24,3.8280,3.8947,3.8280,3.8280,5500
2000-04-25,4.3695,4.3695,4.3695,4.3695,407
2000-04-26,4.3695,4.3695,4.3695,4.3695,407
2000-04-27,4.3695,4.3695,4.3695,4.3695,407
2000-04-28,4.3695,4.3695,4.3695,4.3695,0
2000-05-01,4.3695,4.3695,4.3695,4.3695,407
2000-05-02,4.3695,4.3695,4.3695,4.3695,407
2000-05-03,4.1841,4.1841,4.1841,4.1841,204
2000-05-04,4.1841,4.1841,4.1841,4.1841,204
2000-05-05,4.1841,4.1841,4.1841,4.1841,204
2000-05-08,4.1841,4.1841,4.1841,4.1841,204
2000-05-09,4.1841,4.1841,4.1841,4.1841,204
2000-05-10,4.3102,4.3102,4.3102,4.3102,815
2000-05-11,4.3102,4.3102,4.3102,4.3102,815
2000-05-12,4.3102,4.3102,4.3102,4.3102,815
2000-05-15,4.3102,4.3102,4.3102,4.3102,0
2000-05-16,4.3102,4.3102,4.3102,4.3102,0
2000-05-17,4.3695,4.4140,4.3695,4.4140,20982
2000-05-18,4.3695,4.3695,4.3398,4.3695,20575
2000-05-19,4.4437,4.4437,4.4437,4.4437,20371
2000-05-22,4.4437,4.4437,4.4437,4.4437,24038
2000-05-23,4.4437,4.4437,4.4437,4.4437,24038
2000-05-24,4.4289,4.4289,4.4289,4.4289,815
2000-05-25,4.4289,4.4289,4.4289,4.4289,815
2000-05-26,4.4289,4.4289,4.4289,4.4289,815
2000-05-30,4.4289,4.4289,4.4289,4.4289,815
2000-05-31,4.6514,4.6663,4.6514,4.6663,407
2000-06-01,4.6663,4.6663,4.6514,4.6663,407
2000-06-02,4.6663,4.6663,4.6514,4.6663,407
2000-06-05,4.7404,4.7553,4.7404,4.7553,1630
2000-06-06,4.7108,4.7108,4.7108,4.7108,407
2000-06-07,4.7108,4.7108,4.7108,4.7108,407
2000-06-08,4.5253,4.5253,4.5253,4.5253,1426
2000-06-09,4.5253,4.5253,4.5253,4.5253,0
2000-06-12,4.5401,4.5847,4.5401,4.5847,4278
2000-06-13,4.5847,4.5847,4.5253,4.5847,1426
2000-06-14,4.5847,4.5847,4.5253,4.5847,1426
2000-06-15,4.5847,4.5847,4.5698,4.5847,1222
2000-06-16,4.5253,4.5253,4.5253,4.5253,4074
2000-06-19,4.5253,4.5253,4.5253,4.5253,4074
2000-06-20,4.4140,4.4140,4.4140,4.4140,1630
2000-06-21,4.4140,4.4140,4.4140,4.4140,1630
2000-06-22,4.4140,4.4140,4.4140,4.4140,1630
2000-06-23,4.4140,4.4140,4.4140,4.4140,1630
2000-06-26,4.4140,4.4140,4.4140,4.4140,0
2000-06-27,4.4140,4.4140,4.4140,4.4140,0
2000-06-28,4.4140,4.4140,4.4140,4.4140,0
2000-06-29,4.4140,4.4140,4.4140,4.4140,0
2000-06-30,4.6143,4.6143,4.6143,4.6143,407
2000-07-03,4.6143,4.6143,4.6143,4.6143,407
2000-07-05,4.6143,4.6143,4.6143,4.6143,407
2000-07-06,4.5847,4.5847,4.5847,4.5847,415167
2000-07-07,4.5847,4.5847,4.5847,4.5847,0
2000-07-10,4.5847,4.5847,4.5847,4.5847,0
2000-07-11,4.5847,4.5847,4.5847,4.5847,0
2000-07-12,4.4808,4.4808,4.4660,4.4808,815
2000-07-13,4.4808,4.4808,4.4808,4.4808,0
2000-07-14,4.4140,4.4140,4.4140,4.4140,407
2000-07-17,4.4140,4.4140,4.4140,4.4140,407
2000-07-18,4.4289,4.4511,4.4289,4.4511,815
2000-07-19,4.4511,4.4511,4.4289,4.4511,815
2000-07-20,4.4511,4.4660,4.4511,4.4660,4482
2000-07-21,4.4660,4.4660,4.4511,4.4660,4482
2000-07-24,4.4660,4.4660,4.4511,4.4660,4482
2000-07-25,4.4660,4.4660,4.4511,4.4660,4482
2000-07-26,4.6663,4.7256,4.6663,4.7256,2241
2000-07-27,4.7256,4.7256,4.6663,4.7256,2241
2000-07-28,4.7256,4.7256,4.7256,4.7256,0
2000-07-31,4.7256,4.7404,4.7108,4.7108,2852
2000-08-01,4.7108,4.7404,4.7108,4.7108,2852
2000-08-02,4.7108,4.7256,4.6663,4.7256,2445
2000-08-03,4.7553,4.7553,4.7553,4.7553,0
2000-08-04,4.7553,4.7553,4.7553,4.7553,611
2000-08-07,4.7553,4.7553,4.7553,4.7553,0
2000-08-08,4.7553,4.7553,4.7553,4.7553,0
2000-08-09,4.7108,4.7108,4.7108,4.7108,0
2000-08-10,4.7108,4.7108,4.7108,4.7108,1019
2000-08-11,4.7108,4.7108,4.7108,4.7108,1019
2000-08-14,4.7998,4.7998,4.7998,4.7998,611
2000-08-15,4.7998,4.7998,4.7998,4.7998,611
2000-08-16,4.7998,4.7998,4.7998,4.7998,611
2000-08-17,4.7998,4.7998,4.7998,4.7998,611
2000-08-18,4.7998,4.7998,4.7998,4.7998,0
2000-08-21,4.8517,4.8517,4.8517,4.8517,3056
2000-08-22,4.7108,4.7108,4.7108,4.7108,2037
2000-08-23,4.7404,4.7553,4.7404,4.7553,815
2000-08-24,4.7553,4.7553,4.7404,4.7553,815
2000-08-25,4.7553,4.7553,4.7404,4.7553,815
2000-08-28,4.7553,4.7553,4.7404,4.7553,815
2000-08-29,4.7553,4.7553,4.7404,4.7553,815
2000-08-30,4.7553,4.7553,4.7404,4.7553,815
2000-08-31,4.7553,4.7553,4.7553,4.7553,0
2000-09-01,4.8962,4.8962,4.8962,4.8962,0
2000-09-05,4.8962,4.8962,4.8962,4.8962,0
2000-09-06,4.8962,4.8962,4.8962,4.8962,0
2000-09-07,4.8220,4.8220,4.8220,4.8220,204
2000-09-08,4.8220,4.8220,4.8220,4.8220,204
2000-09-11,4.8220,4.8220,4.8220,4.8220,0
2000-09-12,4.8220,4.8220,4.8220,4.8220,0
2000-09-13,5.0075,5.0075,5.0075,5.0075,1222
2000-09-14,5.1559,5.1707,5.1559,5.1559,6926
2000-09-15,5.2078,5.2226,5.2078,5.2226,815
2000-09-18,5.2226,5.2523,5.2226,5.2375,3463
2000-09-19,5.2375,5.2523,5.2375,5.2523,815
2000-09-20,5.2523,5.2523,5.2375,5.2523,815
2000-09-21,5.4526,5.4526,5.4526,5.4526,204
2000-09-22,5.4526,5.4526,5.4526,5.4526,204
2000-09-25,5.4526,5.4526,5.4526,5.4526,204
2000-09-26,5.4526,5.4526,5.4526,5.4526,204
2000-09-27,5.4526,5.4526,5.4526,5.4526,204
2000-09-28,5.1930,5.1930,5.1930,5.1930,1222
2000-09-29,5.3117,5.3117,5.3117,5.3117,204
2000-10-02,5.3117,5.3117,5.3117,5.3117,6315
2000-10-03,5.3117,5.3117,5.3117,5.3117,6315
2000-10-04,5.3117,5.3117,5.3117,5.3117,6315
2000-10-05,5.3117,5.3117,5.3117,5.3117,6315
2000-10-06,5.3117,5.3117,5.3117,5.3117,0
2000-10-09,5.3117,5.3117,5.3117,5.3117,0
2000-10-10,5.3117,5.3117,5.3117,5.3117,0
2000-10-11,5.3117,5.3117,5.3117,5.3117,0
2000-10-12,5.3117,5.3117,5.3117,5.3117,0
2000-10-13,4.9111,4.9111,4.9111,4.9111,611
2000-10-16,4.9111,4.9111,4.9111,4.9111,611
2000-10-17,4.9111,4.9111,4.9111,4.9111,611
2000-10-18,4.9111,4.9111,4.9111,4.9111,611
2000-10-19,4.8220,4.8220,4.7850,4.7850,815
2000-10-20,4.7850,4.8220,4.7850,4.7850,815
2000-10-23,4.7850,4.8220,4.7850,4.7850,815
2000-10-24,4.7850,4.8220,4.7850,4.7850,815
2000-10-25,4.7850,4.8220,4.7850,4.7850,815
2000-10-26,4.9259,4.9259,4.9259,4.9259,2037
2000-10-27,4.9259,4.9259,4.9259,4.9259,2037
2000-10-30,4.9259,4.9259,4.9259,4.9259,2037
2000-10-31,4.9259,4.9259,4.9259,4.9259,2037
2000-11-01,5.2672,5.2820,5.2672,5.2672,407
2000-11-02,5.2968,5.2968,5.2968,5.2968,407
2000-11-03,5.3710,5.3933,5.3710,5.3710,611
2000-11-06,5.3710,5.3933,5.3710,5.3710,611
2000-11-07,5.3710,5.3933,5.3710,5.3710,611
2000-11-08,5.4378,5.4378,5.4378,5.4378,611
2000-11-09,5.4378,5.4378,5.4378,5.4378,611
2000-11-10,5.4230,5.4230,5.4230,5.4230,4278
2000-11-13,5.4230,5.4230,5.4230,5.4230,4278
2000-11-14,5.4230,5.4230,5.4230,5.4230,4278
2000-11-15,5.2820,5.2820,5.2375,5.2672,1222
2000-11-16,4.9556,4.9556,4.9556,4.9556,1019
2000-11-17,4.9556,4.9556,4.9556,4.9556,1019
2000-11-20,4.7108,4.7108,4.7108,4.7108,3667
2000-11-21,4.7108,4.7404,4.6663,4.6663,2241
2000-11-22,4.6663,4.7404,4.6663,4.6663,2241
2000-11-24,4.6366,4.6366,4.6143,4.6366,2445
2000-11-27,4.6366,4.6366,4.6143,4.6366,2445
2000-11-28,4.7998,4.7998,4.7998,4.7998,407
2000-11-29,4.8220,4.8220,4.8220,4.8220,407
2000-11-30,4.8220,4.8220,4.8220,4.8220,407
2000-12-01,4.8220,4.8220,4.8220,4.8220,407
2000-12-04,4.8220,4.8220,4.8220,4.8220,407
2000-12-05,4.8220,4.8220,4.8220,4.8220,407
2000-12-06,4.6811,4.6811,4.6514,4.6663,459780
2000-12-07,4.6663,4.6811,4.6514,4.6663,459780
2000-12-08,4.6663,4.6811,4.6514,4.6663,459780
2000-12-11,4.6663,4.6811,4.6514,4.6663,459780
2000-12-12,5.2226,5.2672,5.2226,5.2375,611
2000-12-13,5.2375,5.2672,5.2226,5.2375,611
2000-12-14,5.2375,5.2672,5.2226,5.2375,611
2000-12-15,5.2375,5.2672,5.2226,5.2375,611
2000-12-18,5.2375,5.2672,5.2226,5.2375,611
2000-12-19,5.2375,5.2672,5.2226,5.2375,611
2000-12-20,5.0520,5.0520,5.0520,5.0520,407
2000-12-21,5.0372,5.0372,5.0372,5.0372,407
2000-12-22,5.0372,5.0372,5.0372,5.0372,407
2000-12-26,5.0372,5.0372,5.0372,5.0372,407
2000-12-27,5.0372,5.0372,5.0372,5.0372,407
2000-12-28,5.0372,5.0372,5.0372,5.0372,407
2000-12-29,5.0372,5.0372,5.0372,5.0372,407
2001-01-02,5.0372,5.0372,5.0372,5.0372,407
2001-01-03,5.0372,5.0372,5.0372,5.0372,407
2001-01-04,5.1707,5.2968,5.1707,5.1856,1630
2001-01-05,5.4230,5.4230,5.4230,5.4230,204
2001-01-08,5.3562,5.3562,5.3413,5.3413,815
2001-01-09,5.3413,5.3562,5.3413,5.3413,815
2001-01-10,5.3265,5.3265,5.3265,5.3265,12426
2001-01-11,5.3265,5.3265,5.3265,5.3265,12426
2001-01-12,5.3710,5.3933,5.3710,5.3933,7130
2001-01-16,5.3265,5.3265,5.3265,5.3265,2037
2001-01-17,5.3265,5.3265,5.3265,5.3265,2037
2001-01-18,5.3265,5.3265,5.3265,5.3265,2037
2001-01-19,5.3265,5.3265,5.3265,5.3265,2037
2001-01-22,5.3265,5.3265,5.3265,5.3265,2037
2001-01-23,5.3265,5.3265,5.3265,5.3265,2037
2001-01-24,5.2523,5.2523,5.2523,5.2523,4278
2001-01-25,5.2820,5.2968,5.2820,5.2968,407
2001-01-26,5.2968,5.2968,5.2820,5.2968,407
2001-01-29,5.2968,5.2968,5.2820,5.2968,407
2001-01-30,5.5120,5.5787,5.5120,5.5268,92282
2001-01-31,5.5268,5.5416,5.4823,5.5416,5704
2001-02-01,5.5936,5.5936,5.5936,5.5936,815
2001-02-02,5.5936,5.5936,5.5936,5.5936,815
2001-02-05,5.5936,5.5936,5.5936,5.5936,0
2001-02-06,5.8087,5.8087,5.8087,5.8087,1630
2001-02-07,5.7939,5.7939,5.7939,5.7939,204
2001-02-08,5.6529,5.6529,5.6529,5.6529,407
2001-02-09,5.6529,5.6529,5.6529,5.6529,407
2001-02-12,5.6529,5.6529,5.6529,5.6529,407
2001-02-13,5.6529,5.6529,5.6529,5.6529,407
2001-02-14,5.5416,5.5416,5.5416,5.5416,0
2001-02-15,5.5416,5.5416,5.5416,5.5416,0
2001-02-16,5.6084,5.6084,5.6084,5.6084,407
2001-02-20,5.6678,5.6678,5.6678,5.6678,4482
2001-02-21,5.6678,5.6678,5.6678,5.6678,4482
2001-02-22,5.6678,5.6678,5.6678,5.6678,4482
2001-02-23,5.0223,5.0223,5.0223,5.0223,407
2001-02-26,5.0223,5.0223,5.0223,5.0223,407
2001-02-27,5.1114,5.1114,5.1114,5.1114,407
2001-02-28,5.1114,5.1114,5.1114,5.1114,407
2001-03-01,5.1114,5.1114,5.1114,5.1114,407
2001-03-02,5.1114,5.1114,5.1114,5.1114,407
2001-03-05,5.1114,5.1114,5.1114,5.1114,407
2001-03-06,5.4823,5.4823,5.4823,5.4823,204
2001-03-07,5.2672,5.2672,5.0817,5.1114,3667
2001-03-08,5.1114,5.1114,5.0075,5.0372,18130
2001-03-09,5.0372,5.1114,5.0075,5.0372,18130
2001-03-12,5.0372,5.0372,5.0372,5.0372,0
2001-03-13,5.0372,5.0372,5.0372,5.0372,0
2001-03-14,4.9407,4.9407,4.9259,4.9259,3667
2001-03-15,4.9259,4.9407,4.9259,4.9259,3667
2001-03-16,4.9556,4.9556,4.9556,4.9556,815
2001-03-19,4.9556,4.9556,4.9556,4.9556,815
2001-03-20,4.9556,4.9704,4.9556,4.9704,407
2001-03-21,4.9704,4.9704,4.9556,4.9704,407
2001-03-22,4.8146,4.8146,4.7850,4.8146,51132
2001-03-23,4.4289,4.4289,4.4289,4.4289,6111
2001-03-26,4.5550,4.5847,4.5550,4.5847,815
2001-03-27,4.8220,4.8220,4.8220,4.8220,1222
2001-03-28,4.8666,4.8666,4.8666,4.8666,204
2001-03-29,4.8573,4.8573,4.8573,4.8573,1019
2001-03-30,4.8936,4.8936,4.8936,4.8936,1019
2001-04-02,4.8936,4.8936,4.8936,4.8936,1019
2001-04-03,4.8936,4.8936,4.8936,4.8936,1019
2001-04-04,4.8936,4.8936,4.8936,4.8936,1019
2001-04-05,4.8936,4.8936,4.8936,4.8936,1019
2001-04-06,4.8936,4.8936,4.8936,4.8936,1019
2001-04-09,4.8936,4.8936,4.8936,4.8936,1019
2001-04-10,4.8785,4.8785,4.8785,4.8785,611
2001-04-11,4.8785,4.8785,4.8785,4.8785,611
2001-04-12,5.0222,5.0222,5.0222,5.0222,1019
2001-04-16,5.0222,5.0222,5.0222,5.0222,1019
2001-04-17,5.0222,5.0222,5.0222,5.0222,1019
2001-04-18,5.0222,5.0222,5.0222,5.0222,1019
2001-04-19,5.0222,5.0222,5.0222,5.0222,1019
2001-04-20,5.0222,5.0222,5.0222,5.0222,1019
2001-04-23,5.0222,5.0222,5.0222,5.0222,1019
2001-04-24,4.9617,4.9617,4.9617,4.9617,2648
2001-04-25,4.8936,4.8936,4.8936,4.8936,407
2001-04-26,4.8936,4.8936,4.8936,4.8936,407
2001-04-27,4.8936,4.8936,4.8936,4.8936,407
2001-04-30,4.8936,4.8936,4.8936,4.8936,407
2001-05-01,4.7424,4.7424,4.7424,4.7424,815
2001-05-02,4.7197,4.7197,4.7046,4.7197,2445
2001-05-03,4.7272,4.7272,4.7272,4.7272,204
2001-05-04,4.7272,4.7272,4.7272,4.7272,204
2001-05-07,4.6894,4.6894,4.6894,4.6894,1222
2001-05-08,4.6894,4.6894,4.6894,4.6894,1222
2001-05-09,4.7424,4.7575,4.7424,4.7575,407
2001-05-10,4.7575,4.7575,4.7424,4.7575,407
2001-05-11,4.9920,4.9920,4.9920,4.9920,815
2001-05-14,4.9920,4.9920,4.9920,4.9920,815
2001-05-15,4.7272,4.7272,4.7272,4.7272,1630
2001-05-16,4.7272,4.7272,4.7272,4.7272,1630
2001-05-17,4.7424,4.7424,4.7424,4.7424,3056
2001-05-18,4.7424,4.7424,4.7424,4.7424,3056
2001-05-21,4.7424,4.7424,4.7424,4.7424,3056
2001-05-22,4.7424,4.7424,4.7424,4.7424,3056
2001-05-23,4.8483,4.8483,4.8483,4.8483,0
2001-05-24,4.8483,4.8483,4.8483,4.8483,0
2001-05-25,4.8483,4.8483,4.8483,4.8483,0
2001-05-29,4.8483,4.8483,4.8483,4.8483,0
2001-05-30,4.8483,4.8483,4.8483,4.8483,0
2001-05-31,5.1508,5.1811,5.1508,5.1811,2852
2001-06-01,5.4155,5.4155,5.4155,5.4155,10389
2001-06-04,5.4155,5.5592,5.4155,5.5592,13445
2001-06-05,5.5592,5.5592,5.4155,5.5592,13445
2001-06-06,5.5592,5.5592,5.4155,5.5592,13445
2001-06-07,5.5592,5.5592,5.4155,5.5592,13445
2001-06-08,5.5592,5.5592,5.4155,5.5592,13445
2001-06-11,5.5592,5.5592,5.4155,5.5592,13445
2001-06-12,5.5592,5.5592,5.4155,5.5592,13445
2001-06-13,5.5441,5.5441,5.5441,5.5441,3667
2001-06-14,5.6349,5.6500,5.6349,5.6500,1222
2001-06-15,5.6651,5.6727,5.6651,5.6651,1426
2001-06-18,5.5744,5.5744,5.5744,5.5744,204
2001-06-19,5.5744,5.5744,5.5744,5.5744,204
2001-06-20,5.5744,5.5744,5.5744,5.5744,204
2001-06-21,5.5744,5.5744,5.5744,5.5744,204
2001-06-22,5.5744,5.5744,5.5744,5.5744,0
2001-06-25,5.5744,5.5744,5.5744,5.5744,0
2001-06-26,5.7635,5.7635,5.7635,5.7635,0
2001-06-27,5.6500,5.6500,5.6500,5.6500,204
2001-06-28,5.7086,5.7086,5.7086,5.7086,204
2001-06-29,5.7086,5.7086,5.7086,5.7086,204
2001-07-02,5.6780,5.6780,5.6780,5.6780,815
2001-07-03,5.6780,5.6780,5.6780,5.6780,815
2001-07-05,5.6780,5.6780,5.6780,5.6780,815
2001-07-06,5.8385,5.8385,5.8385,5.8385,407
2001-07-09,5.8232,5.8232,5.8232,5.8232,204
2001-07-10,5.8538,5.8538,5.8538,5.8538,204
2001-07-11,5.8538,5.8538,5.8538,5.8538,204
2001-07-12,5.8538,5.8538,5.8538,5.8538,204
2001-07-13,5.8538,5.8538,5.8538,5.8538,204
2001-07-16,5.8538,5.8538,5.8538,5.8538,204
2001-07-17,5.8538,5.8538,5.8538,5.8538,0
2001-07-18,5.8538,5.8538,5.8538,5.8538,0
2001-07-19,5.8538,5.8538,5.8538,5.8538,0
2001-07-20,5.7239,5.7239,5.7239,5.7239,0
2001-07-23,5.7239,5.7239,5.7239,5.7239,0
2001-07-24,5.7239,5.7239,5.7239,5.7239,0
2001-07-25,5.7239,5.7239,5.7239,5.7239,0
2001-07-26,5.7239,5.7468,5.6780,5.6780,16297
2001-07-27,5.6780,5.6780,5.6780,5.6780,0
